"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 28 22:01:37 CEST 2023","Thu Sep 28 22:01:53 CEST 2023","16301","Tests","Registration form","","","","Confirmation Email Form Element Presence Verification","
Verify the presence of all necessary elements in the confirmation email form.
This test ensures that after a user fills in valid values in all fields of the registration form
and clicks the 'Register' button, all required elements are present and displayed correctly
in the confirmation email form.

Expected result:
After a user fills in valid values in all fields of the registration form and clicks the 'Register' button:
The confirmation email form should display all necessary elements correctly, including but not limited to:
Check code fields is displayed
Check 'Change email' link
Confirm code form 
    "
"passed","Thu Sep 28 21:54:04 CEST 2023","Thu Sep 28 21:54:25 CEST 2023","20345","Tests","Register Form","","","","User Registration form LastName Field Validation","
Validate the 'Last Name' field in the User Registration form with various input substitutions. 
According to the documentation, the field should accept a range of 2 to 30 characters. 
The input field must contain at least 2 characters consisting of Cyrillic letters or a hyphen (-).
The system should verify the field and display an error if it does not meet the requirements.

Expected result:
For valid Last names (2 to 30 characters consisting of Cyrillic letters or a hyphen), 
no error message should be displayed.
For invalid Last names (less than 2 characters, more than 30 characters, or containing characters other than Cyrillic 
letters and hyphens), an error message should be displayed.
"
"passed","Thu Sep 28 21:44:13 CEST 2023","Thu Sep 28 21:44:24 CEST 2023","10775","Tests","Authorization form","","","","Auto Switch Tab in the Authorization Field (Mail)","
Verify that the authentication selection tab changes automatically when entering a email in 
the authorization field ().

Expected result:
The email tab's color and name match the expected values after the tab switch.
"
"passed","Thu Sep 28 21:52:33 CEST 2023","Thu Sep 28 21:52:44 CEST 2023","10709","Tests","Register Form","","","","User Registration form Name Field Validation","
Validate the 'Name' field in the User Registration form with various input substitutions. 
According to the documentation, the field should accept a range of 2 to 30 characters. 
The input field must contain at least 2 characters consisting of Cyrillic letters or a hyphen (-).
The system should verify the field and display an error if it does not meet the requirements.

Expected result:
For valid names (2 to 30 characters consisting of Cyrillic letters or a hyphen), no error message should be displayed.
For invalid names (less than 2 characters, more than 30 characters, or containing characters other than Cyrillic 
letters and hyphens), an error message should be displayed.
>
"
"passed","Thu Sep 28 21:56:11 CEST 2023","Thu Sep 28 21:56:26 CEST 2023","14617","Tests","Register Form","","","","User Registration form Phone Field Validation","
Validate the 'Phone' field in the User Registration form with various input substitutions.

Expected result: 
The 'Phone' field in the User Registration form should be validated according to the following criteria:
For valid phone numbers in the format ""+[country code][phone number]"", no error message should be displayed.
For invalid phone numbers (incorrect format, missing country code, etc.), an error message should be displayed.
"
"passed","Thu Sep 28 21:55:15 CEST 2023","Thu Sep 28 21:55:32 CEST 2023","16470","Tests","Register Form","","","","User Registration form Phone Field Validation","
Validate the 'Phone' field in the User Registration form with various input substitutions.

Expected result: 
The 'Phone' field in the User Registration form should be validated according to the following criteria:
For valid phone numbers in the format ""+[country code][phone number]"", no error message should be displayed.
For invalid phone numbers (incorrect format, missing country code, etc.), an error message should be displayed.
"
"passed","Thu Sep 28 21:56:47 CEST 2023","Thu Sep 28 21:57:01 CEST 2023","13510","Tests","Register Form","","","","User Registration form Phone Field Validation","
Validate the 'Phone' field in the User Registration form with various input substitutions.

Expected result: 
The 'Phone' field in the User Registration form should be validated according to the following criteria:
For valid phone numbers in the format ""+[country code][phone number]"", no error message should be displayed.
For invalid phone numbers (incorrect format, missing country code, etc.), an error message should be displayed.
"
"failed","Thu Sep 28 21:48:33 CEST 2023","Thu Sep 28 21:48:43 CEST 2023","9379","Tests","Password recovery form","","","","Check tabs names on Password recovery form","
Check tabs names on the authorization form are match the requirements.

Expected result:
All tabs name are match the requirements.
"
"passed","Thu Sep 28 21:44:27 CEST 2023","Thu Sep 28 21:44:38 CEST 2023","10469","Tests","Authorization form","","","","Auto Switch Tab in the Authorization Field (Mail)","
Verify that the authentication selection tab changes automatically when entering a email in 
the authorization field ().

Expected result:
The email tab's color and name match the expected values after the tab switch.
"
"passed","Thu Sep 28 21:52:21 CEST 2023","Thu Sep 28 21:52:30 CEST 2023","9653","Tests","Register Form","","","","test_register_form_user_agreement","
Verify that clicking on the 'User Agreement' link in the registration form redirects to the User Agreement page.

Expected result:
The browser should redirect to the User Agreement page upon clicking the link.
"
"passed","Thu Sep 28 21:49:33 CEST 2023","Thu Sep 28 21:49:43 CEST 2023","10503","Tests","Password recovery form","","","","Continue and Back buttons are Presence on Password Recovery Form","
Check that the 'Captcha' element (image and input field) is present in the password recovery form.

Expected result:
Continue and Back buttons should be present on Password Recovery form.
"
"passed","Thu Sep 28 21:52:48 CEST 2023","Thu Sep 28 21:53:01 CEST 2023","13224","Tests","Register Form","","","","User Registration form Name Field Validation","
Validate the 'Name' field in the User Registration form with various input substitutions. 
According to the documentation, the field should accept a range of 2 to 30 characters. 
The input field must contain at least 2 characters consisting of Cyrillic letters or a hyphen (-).
The system should verify the field and display an error if it does not meet the requirements.

Expected result:
For valid names (2 to 30 characters consisting of Cyrillic letters or a hyphen), no error message should be displayed.
For invalid names (less than 2 characters, more than 30 characters, or containing characters other than Cyrillic 
letters and hyphens), an error message should be displayed.
>
"
"passed","Thu Sep 28 21:44:56 CEST 2023","Thu Sep 28 21:45:06 CEST 2023","10763","Tests","Authorization form","","","","Auto Switch Tab in the Authorization Field (Login)","
Verify that the authentication selection tab changes automatically when entering a login in 
the authorization field.

Expected result:
The login tab's color and name match the expected values after the tab switch.
"
"failed","Thu Sep 28 21:47:30 CEST 2023","Thu Sep 28 21:47:44 CEST 2023","13824","Tests","Base Page","","","","Loading the Base Page Split into Two Blocks (Different Window Size)","
Verify that the base page loads correctly and is vertically divided into two distinct blocks when the browser window is 
resized to different dimensions.

Expected result:
Both side blocks remain displayed after resizing the window.
"
"passed","Thu Sep 28 21:46:46 CEST 2023","Thu Sep 28 21:46:54 CEST 2023","7912","Tests","Base Page","","","","Loading the Base Page Split into Two Blocks","
Verify that the base page loads correctly and is vertically divided into two distinct blocks.

Expected result:
Both the left and right sections are displayed on the page.
"
"passed","Thu Sep 28 21:42:34 CEST 2023","Thu Sep 28 21:42:43 CEST 2023","8292","Tests","Authorization form","","","","Presence of Password Field in Auth Forms","
Check for the presence of a password input field in all authentication selection forms.

Expected result:
The password field is present in all tabs.
"
"failed","Thu Sep 28 21:52:05 CEST 2023","Thu Sep 28 21:52:18 CEST 2023","12792","Tests","Register Form","","","","Next Button Name Validation","
Validate that the name of the button for proceeding in the registration form matches the documentation.

Expected result:
The name of the button for proceeding should match the documentation (e.g., 'Продолжить').
"
"passed","Thu Sep 28 22:01:05 CEST 2023","Thu Sep 28 22:01:17 CEST 2023","11111","Tests","Registration form","","","","User Registration Password Confirm Validation","
Validate the system's behavior when a user enters a confirmation password that does not match
the 'New Password' field. The test aims to ensure that the appropriate
error message 'Passwords do not match' is displayed below the 'Confirm Password' field
when such a mismatch occurs.

Expected result:
When a user enters a confirmation password that does not match the 'New Password' field:
The system should display the error message ""Passwords do not match"" below the 'Confirm Password' field.               
"
